OTU ,Taxa,Phylum,Class
2854,"d:Bacteria(1.0000),p:Proteobacteria(0.3446),c:Deltaproteobacteria(0.1546),o:Myxococcales(0.0741),f:Myxococcaceae(0.0243),g:Unknown_Genus_1000843(0.0011)",Proteobacteria,Deltaproteobacteria
2855,"d:Bacteria(1.0000),p:Bacteroidetes(0.7288),c:Sphingobacteriia(0.6106),o:Sphingobacteriales(0.4582),f:Saprospiraceae(0.2467),g:Phaeodactylibacter(0.0073)",Bacteroidetes,Sphingobacteriia
2856,"d:Bacteria(1.0000),p:Proteobacteria(0.4987),c:Alphaproteobacteria(0.2266),o:Rhizobiales(0.0980),f:Rhizobiaceae(0.0312),g:Rhizobium(0.0014)",Proteobacteria,Alphaproteobacteria
2857,"d:Bacteria(1.0000),p:Planctomycetes(0.9784),c:Planctomycetacia(0.9822),o:Planctomycetales(0.9869),f:Planctomycetaceae(0.9889),g:Pir4_lineage(0.8429)",Planctomycetes,Planctomycetacia
2858,"d:Bacteria(1.0000),p:Firmicutes(0.8522),c:Clostridia(0.8575),o:Clostridiales(0.7223),f:Ruminococcaceae(0.5123),g:Ruminococcaceae_UCG_009(0.0283)",Firmicutes,Clostridia
2859,"d:Bacteria(1.0000),p:Proteobacteria(0.7261),c:Gammaproteobacteria(0.6180),o:Chromatiales(0.3524),f:Granulosicoccaceae(0.2201),g:Granulosicoccus(0.0212)",Proteobacteria,Gammaproteobacteria
2860,"d:Bacteria(1.0000),p:Proteobacteria(0.8876),c:Gammaproteobacteria(0.8103),o:Arenicellales(0.5939),f:Arenicellaceae(0.4137),g:Perspicuibacter(0.1264)",Proteobacteria,Gammaproteobacteria
2861,"d:Bacteria(1.0000),p:Verrucomicrobia(1.0000),c:Opitutae(1.0000),o:Puniceicoccales(0.9834),f:Puniceicoccaceae(0.9829),g:uncultured_4007(0.9756)",Verrucomicrobia,Opitutae
2862,"d:Bacteria(1.0000),p:Proteobacteria(0.4500),c:Alphaproteobacteria(0.1244),o:Rickettsiales(0.0262),f:SM2D12(0.0103),g:Unknown_Genus_1000734(0.0006)",Proteobacteria,Alphaproteobacteria
2863,"d:Bacteria(0.8805),p:Spirochaetae(0.2393),c:Spirochaetes(0.0942),o:Spirochaetales(0.0501),f:Spirochaetaceae(0.0173),g:Spirochaeta_2(0.0006)",Spirochaetae,Spirochaetes
2864,"d:Bacteria(1.0000),p:Bacteroidetes(0.7462),c:Bacteroidia(0.6180),o:Bacteroidales(0.4935),f:Porphyromonadaceae(0.2201),g:uncultured_959(0.0212)",Bacteroidetes,Bacteroidia
2865,"d:Bacteria(1.0000),p:Proteobacteria(0.8169),c:TA18(0.6924),o:Unknown_Order_1002648(0.6091),f:Unknown_Family_1002649(0.4319),g:Unknown_Genus_1000997(0.1411)",Proteobacteria,TA18
2866,"d:Bacteria(1.0000),p:Bacteroidetes(0.6924),c:Sphingobacteriia(0.4939),o:Sphingobacteriales(0.2819),f:Saprospiraceae(0.1193),g:uncultured_1272(0.0035)",Bacteroidetes,Sphingobacteriia
2867,"d:Bacteria(0.9552),p:Proteobacteria(0.1706),c:Deltaproteobacteria(0.0568),o:Desulfobacterales(0.0212),f:Desulfobacteraceae(0.0078),g:Sva0081_sediment_group(0.0004)",Proteobacteria,Deltaproteobacteria
2868,"d:Bacteria(1.0000),p:Proteobacteria(0.7125),c:Alphaproteobacteria(0.5957),o:DB1_14(0.3524),f:Unknown_Family_1002533(0.2201),g:Unknown_Genus_1000663(0.0212)",Proteobacteria,Alphaproteobacteria
2869,"d:Bacteria(1.0000),p:Proteobacteria(0.9539),c:Gammaproteobacteria(0.8810),o:Cellvibrionales(0.6091),f:Cellvibrionaceae(0.4319),g:uncultured_11527(0.1411)",Proteobacteria,Gammaproteobacteria
2870,"d:Bacteria(1.0000),p:Chloroflexi(0.9053),c:Caldilineae(0.7631),o:Caldilineales(0.6549),f:Caldilineaceae(0.5123),g:uncultured_1406(0.3930)",Chloroflexi,Caldilineae
2871,"d:Bacteria(1.0000),p:Firmicutes(0.8346),c:Clostridia(0.8103),o:Clostridiales(0.6549),f:P__palm_C_A_51(0.4319),g:Unknown_Genus_1000529(0.1411)",Firmicutes,Clostridia
2872,"d:Bacteria(1.0000),p:Proteobacteria(0.7315),c:Alphaproteobacteria(0.6688),o:Rhizobiales(0.4582),f:Phyllobacteriaceae(0.2999),g:Nitratireductor(0.0247)",Proteobacteria,Alphaproteobacteria
2873,"d:Bacteria(1.0000),p:Planctomycetes(0.9711),c:Phycisphaerae(0.9785),o:Phycisphaerales(0.8623),f:Phycisphaeraceae(0.8804),g:Urania_1B_19_marine_sediment_group(0.1411)",Planctomycetes,Phycisphaerae
2874,"d:Bacteria(1.0000),p:Planctomycetes(0.7815),c:OM190(0.7396),o:Unknown_Order_1002492(0.6396),f:Unknown_Family_1002493(0.4681),g:Unknown_Genus_1000622(0.3044)",Planctomycetes,OM190
2875,"d:Bacteria(1.0000),p:Proteobacteria(0.9777),c:Epsilonproteobacteria(0.9818),o:Campylobacterales(0.9758),f:Helicobacteraceae(0.9387),g:Sulfurimonas(0.9132)",Proteobacteria,Epsilonproteobacteria
2876,"d:Bacteria(1.0000),p:Firmicutes(0.8876),c:Clostridia(0.8810),o:Clostridiales(0.7783),f:Lachnospiraceae(0.4681),g:Mobilitalea(0.0386)",Firmicutes,Clostridia
2877,"d:Bacteria(1.0000),p:Bacteroidetes(0.4987),c:Flavobacteriia(0.1546),o:Flavobacteriales(0.0980),f:Flavobacteriaceae(0.0312),g:Weeksella(0.0014)",Bacteroidetes,Flavobacteriia
2878,"d:Bacteria(1.0000),p:Synergistetes(0.2058),c:Synergistia(0.0650),o:Synergistales(0.0262),f:Synergistaceae(0.0103),g:Aminobacterium(0.0006)",Synergistetes,Synergistia
2879,"d:Bacteria(1.0000),p:Lentisphaerae(0.6647),c:Oligosphaeria(0.3335),o:Oligosphaerales(0.2011),f:Unknown_Family_1002452(0.1002),g:Unknown_Genus_1000594(0.0061)",Lentisphaerae,Oligosphaeria
2880,"d:Archaea(1.0000),p:Woesearchaeota__DHVEG_6_(0.7638),c:Unknown_Class_1002110(0.7396),o:Unknown_Order_1002111(0.6396),f:Unknown_Family_1002112(0.4681),g:Unknown_Genus_1000128(0.3044)",Woesearchaeota__DHVEG_6_,Unknown_Class_1002110
2881,"d:Bacteria(1.0000),p:Proteobacteria(0.9635),c:Gammaproteobacteria(0.9573),o:Oceanospirillales(0.9462),f:Alcanivoracaceae(0.9179),g:Pleionea(0.9132)",Proteobacteria,Gammaproteobacteria
2882,"d:Bacteria(1.0000),p:Bacteroidetes(0.9624),c:Bacteroidia(0.9573),o:Bacteroidales(0.9720),f:Rikenellaceae(0.9283),g:Rikenella(0.9367)",Bacteroidetes,Bacteroidia
2883,"d:Bacteria(1.0000),p:Firmicutes(0.9550),c:Clostridia(0.9248),o:Clostridiales(0.8343),f:Family_XIII(0.6504),g:_Eubacterium__brachy_group(0.0972)",Firmicutes,Clostridia
2884,"d:Bacteria(1.0000),p:Planctomycetes(0.9603),c:Phycisphaerae(0.9735),o:Phycisphaerales(0.6396),f:Phycisphaeraceae(0.4681),g:JL_ETNP_F27(0.0212)",Planctomycetes,Phycisphaerae
2885,"d:Bacteria(1.0000),p:Proteobacteria(0.9539),c:Deltaproteobacteria(0.9410),o:Myxococcales(0.6943),f:Haliangiaceae(0.4500),g:Haliangium(0.2159)",Proteobacteria,Deltaproteobacteria
2886,"d:Bacteria(1.0000),p:Bacteroidetes(0.8169),c:Flavobacteriia(0.7160),o:Flavobacteriales(0.6244),f:Cryomorphaceae(0.3956),g:Owenweeksia(0.1118)",Bacteroidetes,Flavobacteriia
2887,"d:Bacteria(0.3073),p:Firmicutes(0.0178),c:Clostridia(0.0116),o:Clostridiales(0.0028),f:Clostridiales_vadinBB60_group(0.0014),g:Unknown_Genus_1000514(0.0001)",Firmicutes,Clostridia
2888,"d:Bacteria(1.0000),p:Proteobacteria(0.8169),c:Alphaproteobacteria(0.7631),o:Rhodospirillales(0.5939),f:MSB_1E8(0.2467),g:Unknown_Genus_1000717(0.0247)",Proteobacteria,Alphaproteobacteria
2889,"d:Bacteria(0.3073),p:Firmicutes(0.0178),c:Bacilli(0.0116),o:Lactobacillales(0.0028),f:Leuconostocaceae(0.0014),g:Weissella(0.0001)",Firmicutes,Bacilli
2890,"d:Bacteria(0.9802),p:Proteobacteria(0.2920),c:Alphaproteobacteria(0.1244),o:Rhodospirillales(0.0232),f:Rhodospirillaceae(0.0084),g:Tistlia(0.0004)",Proteobacteria,Alphaproteobacteria
2891,"d:Bacteria(0.4818),p:Candidate_division_SR1(0.1003),c:Unknown_Class_1002234(0.0404),o:Unknown_Order_1002235(0.0131),f:Unknown_Family_1002236(0.0053),g:Unknown_Genus_1000355(0.0003)",Candidate_division_SR1,Unknown_Class_1002234
2892,"d:Bacteria(1.0000),p:Lentisphaerae(0.9678),c:MSBL3(0.7396),o:Unknown_Order_1002448(0.6396),f:Unknown_Family_1002449(0.4681),g:Unknown_Genus_1000592(0.3044)",Lentisphaerae,MSBL3
2893,"d:Bacteria(0.1426),p:Firmicutes(0.0136),c:Erysipelotrichia(0.0089),o:Erysipelotrichales(0.0022),f:Erysipelotrichaceae(0.0011),g:Erysipelotrichaceae_UCG_004(0.0001)",Firmicutes,Erysipelotrichia
2894,"d:Bacteria(1.0000),p:Proteobacteria(0.7462),c:Deltaproteobacteria(0.7160),o:Desulfobacterales(0.6244),f:Desulfobulbaceae(0.4500),g:Desulfobulbus(0.0283)",Proteobacteria,Deltaproteobacteria
2895,"d:Bacteria(0.8805),p:Proteobacteria(0.2058),c:Deltaproteobacteria(0.0527),o:Bdellovibrionales(0.0192),f:Bdellovibrionaceae(0.0072),g:OM27_clade(0.0004)",Proteobacteria,Deltaproteobacteria
2896,"d:Bacteria(1.0000),p:Bacteroidetes(0.9582),c:Cytophagia(0.9356),o:Cytophagales(0.8903),f:Flammeovirgaceae(0.4681),g:Flexithrix(0.1411)",Bacteroidetes,Cytophagia
2897,"d:Bacteria(1.0000),p:Proteobacteria(0.3973),c:TA18(0.0650),o:Unknown_Order_1002648(0.0262),f:Unknown_Family_1002649(0.0103),g:Unknown_Genus_1000997(0.0006)",Proteobacteria,TA18
2898,"d:Bacteria(1.0000),p:Proteobacteria(0.7288),c:Deltaproteobacteria(0.6403),o:Bdellovibrionales(0.5634),f:Bacteriovoracaceae(0.3775),g:Peredibacter(0.0176)",Proteobacteria,Deltaproteobacteria
2899,"d:Bacteria(1.0000),p:Cyanobacteria(0.9757),c:Chloroplast(0.9808),o:Unknown_Order_1002334(0.9855),f:Unknown_Family_1002335(0.9855),g:Unknown_Genus_1000441(0.9862)",Cyanobacteria,Chloroplast
2900,"d:Bacteria(1.0000),p:Bacteroidetes(0.7233),c:Flavobacteriia(0.5957),o:Flavobacteriales(0.3877),f:Cryomorphaceae(0.2201),g:Owenweeksia(0.0212)",Bacteroidetes,Flavobacteriia
2901,"d:Bacteria(1.0000),p:Omnitrophica(0.7152),c:NPL_UPA2(0.6106),o:Unknown_Order_1002474(0.4582),f:Unknown_Family_1002475(0.2999),g:Unknown_Genus_1000614(0.0386)",Omnitrophica,NPL_UPA2
2902,"d:Bacteria(1.0000),p:Bacteroidetes(0.7992),c:Bacteroidetes_BD2_2(0.6032),o:Unknown_Order_1002204(0.4230),f:Unknown_Family_1002205(0.2733),g:Unknown_Genus_1000259(0.0283)",Bacteroidetes,Bacteroidetes_BD2_2
2903,"d:Bacteria(1.0000),p:Verrucomicrobia(0.9738),c:Verrucomicrobiae(0.9356),o:Verrucomicrobiales(0.8903),f:DEV007(0.6504),g:Unknown_Genus_1001046(0.6585)",Verrucomicrobia,Verrucomicrobiae
2904,"d:Bacteria(1.0000),p:Proteobacteria(0.7462),c:Deltaproteobacteria(0.7160),o:Bdellovibrionales(0.6091),f:Bacteriovoracaceae(0.4319),g:Peredibacter(0.0176)",Proteobacteria,Deltaproteobacteria
2905,"d:Bacteria(1.0000),p:Proteobacteria(0.9406),c:Skagenf62(0.8810),o:Unknown_Order_1002644(0.7783),f:Unknown_Family_1002645(0.7424),g:Unknown_Genus_1000995(0.8194)",Proteobacteria,Skagenf62
2906,"d:Bacteria(1.0000),p:Planctomycetes(0.5540),c:Phycisphaerae(0.3870),o:mle1_8(0.0980),f:Unknown_Family_1002504(0.0312),g:Unknown_Genus_1000632(0.0014)",Planctomycetes,Phycisphaerae
2907,"d:Bacteria(1.0000),p:Proteobacteria(0.9858),c:Gammaproteobacteria(0.9790),o:Thiotrichales(0.9796),f:Thiotrichales_Incertae_Sedis_3771(0.8804),g:Caedibacter(0.8194)",Proteobacteria,Gammaproteobacteria
2908,"d:Bacteria(1.0000),p:Bacteroidetes(0.9603),c:Cytophagia(0.9410),o:Cytophagales(0.9182),f:Flammeovirgaceae(0.8804),g:Reichenbachiella(0.8429)",Bacteroidetes,Cytophagia
2909,"d:Bacteria(1.0000),p:Bacteroidetes(0.8522),c:Sphingobacteriia(0.6924),o:Sphingobacteriales(0.6091),f:Chitinophagaceae(0.4319),g:uncultured_1252(0.1411)",Bacteroidetes,Sphingobacteriia
2910,"d:Bacteria(1.0000),p:Latescibacteria(0.3446),c:Unknown_Class_1002406(0.1546),o:Unknown_Order_1002407(0.0980),f:Unknown_Family_1002408(0.0312),g:Unknown_Genus_1000573(0.0014)",Latescibacteria,Unknown_Class_1002406
2911,"d:Bacteria(1.0000),p:Bacteroidetes(0.7125),c:Sphingobacteriia(0.6032),o:Sphingobacteriales(0.4230),f:Chitinophagaceae(0.2201),g:uncultured_1252(0.0212)",Bacteroidetes,Sphingobacteriia
2912,"d:Bacteria(1.0000),p:Bacteroidetes(0.9582),c:Bacteroidetes_BD2_2(0.8103),o:Unknown_Order_1002204(0.6943),f:Unknown_Family_1002205(0.6043),g:Unknown_Genus_1000259(0.5700)",Bacteroidetes,Bacteroidetes_BD2_2
2913,"d:Bacteria(1.0000),p:Proteobacteria(0.3446),c:Deltaproteobacteria(0.0650),o:Desulfarculales(0.0262),f:Desulfarculaceae(0.0103),g:Desulfatiglans(0.0006)",Proteobacteria,Deltaproteobacteria
2914,"d:Bacteria(1.0000),p:Gemmatimonadetes(0.7638),c:Gemmatimonadetes(0.7396),o:BD2_11_terrestrial_group(0.6091),f:Unknown_Family_1002387(0.4319),g:Unknown_Genus_1000562(0.1411)",Gemmatimonadetes,Gemmatimonadetes
2915,"d:Bacteria(1.0000),p:Proteobacteria(0.9665),c:Gammaproteobacteria(0.8103),o:Alteromonadales(0.6091),f:Psychromonadaceae(0.3594),g:Psychromonas(0.0825)",Proteobacteria,Gammaproteobacteria
2916,"d:Bacteria(1.0000),p:Firmicutes(0.7992),c:Clostridia(0.7396),o:Clostridiales(0.6396),f:Peptococcaceae(0.4137),g:Peptococcus(0.0825)",Firmicutes,Clostridia
2917,"d:Bacteria(1.0000),p:Proteobacteria(0.9230),c:Gammaproteobacteria(0.9302),o:Thiotrichales(0.7503),f:Thiotrichaceae(0.6964),g:uncultured_3770(0.1264)",Proteobacteria,Gammaproteobacteria
2918,"d:Bacteria(0.5067),p:Firmicutes(0.0386),c:Bacilli(0.0252),o:Lactobacillales(0.0061),f:Leuconostocaceae(0.0030),g:Weissella(0.0002)",Firmicutes,Bacilli
2919,"d:Bacteria(1.0000),p:Bacteroidetes(0.7152),c:Bacteroidia(0.4405),o:Bacteroidales(0.2539),f:Marinilabiaceae(0.1002),g:Carboxylicivirga(0.0061)",Bacteroidetes,Bacteroidia
2920,"d:Bacteria(1.0000),p:Proteobacteria(0.7125),c:Deltaproteobacteria(0.5957),o:Oligoflexales(0.2819),f:Oligoflexaceae(0.1668),g:Unknown_Genus_1000854(0.0140)",Proteobacteria,Deltaproteobacteria
2921,"d:Bacteria(1.0000),p:Proteobacteria(0.9685),c:Gammaproteobacteria(0.9790),o:Cellvibrionales(0.9796),f:Cellvibrionaceae(0.9845),g:uncultured_11527(0.9746)",Proteobacteria,Gammaproteobacteria
2922,"d:Bacteria(1.0000),p:Candidate_division_OP3(0.9614),c:Unknown_Class_1002231(0.9789),o:Unknown_Order_1002232(0.9771),f:Unknown_Family_1002233(0.9803),g:Unknown_Genus_1000354(0.9741)",Candidate_division_OP3,Unknown_Class_1002231
2923,"d:Bacteria(1.0000),p:Bacteroidetes(0.8169),c:Sphingobacteriia(0.6477),o:Sphingobacteriales(0.5786),f:Chitinophagaceae(0.3956),g:uncultured_1252(0.0972)",Bacteroidetes,Sphingobacteriia
2924,"d:Bacteria(1.0000),p:Bacteroidetes(0.6647),c:Sphingobacteriia(0.2800),o:Sphingobacteriales(0.1747),f:Saprospiraceae(0.0619),g:Lewinella(0.0011)",Bacteroidetes,Sphingobacteriia
2925,"d:Bacteria(0.8805),p:Spirochaetae(0.2393),c:Spirochaetes(0.0942),o:Spirochaetales(0.0501),f:Spirochaetaceae(0.0173),g:Spirochaeta_2(0.0005)",Spirochaetae,Spirochaetes
2926,"d:Bacteria(1.0000),p:Tenericutes(0.4500),c:Mollicutes(0.2266),o:Entomoplasmatales(0.1483),f:Spiroplasmataceae(0.0619),g:Spiroplasma(0.0035)",Tenericutes,Mollicutes
2927,"d:Bacteria(1.0000),p:Planctomycetes(0.9053),c:Pla3_lineage(0.7631),o:Unknown_Order_1002514(0.6549),f:Unknown_Family_1002515(0.5123),g:Unknown_Genus_1000649(0.3930)",Planctomycetes,Pla3_lineage
2928,"d:Bacteria(0.5814),p:Proteobacteria(0.1530),c:Alphaproteobacteria(0.0527),o:Rhodospirillales(0.0192),f:Rhodospirillaceae(0.0072),g:Thalassospira(0.0004)",Proteobacteria,Alphaproteobacteria
2929,"d:Bacteria(1.0000),p:Proteobacteria(0.7462),c:Gammaproteobacteria(0.7160),o:Cellvibrionales(0.4582),f:Cellvibrionaceae(0.2999),g:Pseudomaricurvus(0.0386)",Proteobacteria,Gammaproteobacteria
2930,"d:Bacteria(1.0000),p:Proteobacteria(0.9949),c:Gammaproteobacteria(0.9904),o:Pseudomonadales(0.9826),f:Moraxellaceae(0.9838),g:Psychrobacter(0.9729)",Proteobacteria,Gammaproteobacteria
2931,"d:Bacteria(0.1124),p:Gracilibacteria(0.0095),c:Unknown_Class_1002391(0.0062),o:Unknown_Order_1002392(0.0015),f:Unknown_Family_1002393(0.0007),g:Unknown_Genus_1000568(0.0001)",Gracilibacteria,Unknown_Class_1002391
2932,"d:Bacteria(0.4319),p:Firmicutes(0.0261),c:Bacilli(0.0170),o:Bacillales(0.0041),f:Alicyclobacillaceae(0.0020),g:Alicyclobacillus(0.0002)",Firmicutes,Bacilli
2933,"d:Bacteria(1.0000),p:Bacteroidetes(0.7179),c:Bacteroidetes_BD2_2(0.4405),o:Unknown_Order_1002204(0.2539),f:Unknown_Family_1002205(0.1402),g:Unknown_Genus_1000259(0.0104)",Bacteroidetes,Bacteroidetes_BD2_2
2934,"d:Bacteria(1.0000),p:Cyanobacteria(0.9770),c:Chloroplast(0.9681),o:Unknown_Order_1002334(0.9745),f:Unknown_Family_1002335(0.9595),g:Unknown_Genus_1000441(0.9736)",Cyanobacteria,Chloroplast
2935,"d:Bacteria(1.0000),p:Proteobacteria(0.9624),c:Deltaproteobacteria(0.9735),o:Desulfobacterales(0.9720),f:Desulfobacteraceae(0.9387),g:Sva0081_sediment_group(0.2159)",Proteobacteria,Deltaproteobacteria
2936,"d:Bacteria(1.0000),p:Proteobacteria(0.7233),c:Deltaproteobacteria(0.6329),o:Bdellovibrionales(0.5481),f:Bacteriovoracaceae(0.3594),g:Halobacteriovorax(0.0073)",Proteobacteria,Deltaproteobacteria
2937,"d:Bacteria(1.0000),p:Planctomycetes(0.8522),c:Phycisphaerae(0.8339),o:CCM11a(0.6244),f:Unknown_Family_1002500(0.4500),g:Unknown_Genus_1000628(0.2159)",Planctomycetes,Phycisphaerae
2938,"d:Bacteria(1.0000),p:Bacteroidetes(0.9582),c:Cytophagia(0.9627),o:Order_II(0.9733),f:Rhodothermaceae(0.9491),g:uncultured_1069(0.8663)",Bacteroidetes,Cytophagia
2939,"d:Bacteria(1.0000),p:Proteobacteria(0.2393),c:Deltaproteobacteria(0.0942),o:Desulfobacterales(0.0501),f:Desulfobulbaceae(0.0173),g:Desulfobulbus(0.0008)",Proteobacteria,Deltaproteobacteria
2940,"d:Bacteria(0.9552),p:Spirochaetae(0.3446),c:Spirochaetes(0.1546),o:Spirochaetales(0.0980),f:Spirochaetaceae(0.0312),g:uncultured_3889(0.0005)",Spirochaetae,Spirochaetes
2941,"d:Bacteria(1.0000),p:Acidobacteria(0.9705),c:Holophagae(0.9778),o:Subgroup_10(0.9830),f:TK85(0.9699),g:Unknown_Genus_1000175(0.9739)",Acidobacteria,Holophagae
2942,"d:Bacteria(0.9802),p:TM6(0.3446),c:Unknown_Class_1002679(0.1546),o:Unknown_Order_1002680(0.0980),f:Unknown_Family_1002681(0.0312),g:Unknown_Genus_1001022(0.0014)",TM6,Unknown_Class_1002679
2943,"d:Bacteria(1.0000),p:Proteobacteria(0.7815),c:Deltaproteobacteria(0.7396),o:SAR324_clade_Marine_group_B_(0.6396),f:Unknown_Family_1002577(0.4681),g:Unknown_Genus_1000856(0.3044)",Proteobacteria,Deltaproteobacteria
2944,"d:Bacteria(1.0000),p:Proteobacteria(0.9571),c:Deltaproteobacteria(0.9410),o:Sh765B_TzT_29(0.8343),f:Unknown_Family_1002579(0.8344),g:Unknown_Genus_1000858(0.8663)",Proteobacteria,Deltaproteobacteria
2945,"d:Bacteria(1.0000),p:Proteobacteria(0.9711),c:Deltaproteobacteria(0.9785),o:Desulfobacterales(0.9830),f:Desulfobacteraceae(0.9834),g:SEEP_SRB1(0.8898)",Proteobacteria,Deltaproteobacteria
2946,"d:Bacteria(1.0000),p:Proteobacteria(0.7152),c:TA18(0.5883),o:Unknown_Order_1002648(0.3524),f:Unknown_Family_1002649(0.2201),g:Unknown_Genus_1000997(0.0212)",Proteobacteria,TA18
2947,"d:Archaea(1.0000),p:Woesearchaeota__DHVEG_6_(0.8346),c:Unknown_Class_1002110(0.8339),o:Unknown_Order_1002111(0.7223),f:Unknown_Family_1002112(0.6504),g:Unknown_Genus_1000128(0.6585)",Woesearchaeota__DHVEG_6_,Unknown_Class_1002110
2948,"d:Bacteria(1.0000),p:Omnitrophica(0.5817),c:NPL_UPA2(0.3870),o:Unknown_Order_1002474(0.2275),f:Unknown_Family_1002475(0.1193),g:Unknown_Genus_1000614(0.0073)",Omnitrophica,NPL_UPA2
2949,"d:Bacteria(1.0000),p:Proteobacteria(0.7261),c:Deltaproteobacteria(0.6403),o:Oligoflexales(0.5481),f:Oligoflexaceae(0.3594),g:Unknown_Genus_1000854(0.0825)",Proteobacteria,Deltaproteobacteria
2950,"d:Bacteria(1.0000),p:Lentisphaerae(0.7315),c:SS1_B_03_39(0.5883),o:Unknown_Order_1002459(0.3524),f:Unknown_Family_1002460(0.2201),g:Unknown_Genus_1000599(0.0212)",Lentisphaerae,SS1_B_03_39
2951,"d:Bacteria(1.0000),p:Bacteroidetes(0.7315),c:Bacteroidetes_BD2_2(0.4405),o:Unknown_Order_1002204(0.2539),f:Unknown_Family_1002205(0.1402),g:Unknown_Genus_1000259(0.0104)",Bacteroidetes,Bacteroidetes_BD2_2
2952,"d:Bacteria(1.0000),p:Proteobacteria(0.3973),c:Deltaproteobacteria(0.0942),o:Myxococcales(0.0262),f:P3OB_42(0.0103),g:Unknown_Genus_1000845(0.0006)",Proteobacteria,Deltaproteobacteria
2953,"d:Bacteria(1.0000),p:Proteobacteria(0.9230),c:Deltaproteobacteria(0.9302),o:Desulfobacterales(0.8063),f:Desulfobacteraceae(0.7884),g:Desulfotignum(0.0533)",Proteobacteria,Deltaproteobacteria
2954,"d:Bacteria(1.0000),p:Proteobacteria(0.9672),c:Alphaproteobacteria(0.9782),o:Sphingomonadales(0.9828),f:Sphingomonadaceae(0.9075),g:Novosphingobium(0.9367)",Proteobacteria,Alphaproteobacteria
2955,"d:Bacteria(1.0000),p:Proteobacteria(0.9560),c:Deltaproteobacteria(0.9248),o:Bdellovibrionales(0.8063),f:Bdellovibrionaceae(0.7884),g:OM27_clade(0.8429)",Proteobacteria,Deltaproteobacteria
2956,"d:Bacteria(1.0000),p:Proteobacteria(0.8522),c:Deltaproteobacteria(0.7867),o:Bdellovibrionales(0.6701),f:Bacteriovoracaceae(0.5583),g:Peredibacter(0.0283)",Proteobacteria,Deltaproteobacteria
2957,"d:Bacteria(1.0000),p:Bacteroidetes(0.7815),c:Sphingobacteriia(0.6403),o:Sphingobacteriales(0.5634),f:Saprospiraceae(0.3775),g:uncultured_1272(0.0176)",Bacteroidetes,Sphingobacteriia
2958,"d:Bacteria(0.3073),p:Proteobacteria(0.0178),c:Alphaproteobacteria(0.0116),o:Caulobacterales(0.0028),f:Hyphomonadaceae(0.0014),g:Robiginitomaculum(0.0001)",Proteobacteria,Alphaproteobacteria
2959,"d:Bacteria(1.0000),p:Bacteroidetes(0.7261),c:Sphingobacteriia(0.6032),o:Sphingobacteriales(0.4230),f:Saprospiraceae(0.2733),g:Rubidimonas(0.0073)",Bacteroidetes,Sphingobacteriia
2960,"d:Bacteria(1.0000),p:Proteobacteria(0.9539),c:Alphaproteobacteria(0.9410),o:Rhodospirillales(0.6396),f:Rhodospirillaceae(0.4681),g:uncultured_2755(0.3044)",Proteobacteria,Alphaproteobacteria
2961,"d:Bacteria(1.0000),p:Lentisphaerae(0.9685),c:Oligosphaeria(0.9786),o:Unknown_Order_1002450(0.9826),f:Unknown_Family_1002451(0.9838),g:Unknown_Genus_1000593(0.9753)",Lentisphaerae,Oligosphaeria
2962,"d:Bacteria(0.8556),p:Lentisphaerae(0.1530),c:ML1228J_2(0.0486),o:Unknown_Order_1002444(0.0171),f:Unknown_Family_1002445(0.0065),g:Unknown_Genus_1000590(0.0004)",Lentisphaerae,ML1228J_2
2963,"d:Bacteria(1.0000),p:Proteobacteria(0.9724),c:Alphaproteobacteria(0.9792),o:DB1_14(0.9707),f:Unknown_Family_1002533(0.9283),g:Unknown_Genus_1000663(0.9729)",Proteobacteria,Alphaproteobacteria
2964,"d:Bacteria(1.0000),p:Proteobacteria(0.7342),c:Gammaproteobacteria(0.6032),o:Chromatiales(0.3524),f:Ectothiorhodospiraceae(0.2201),g:Ectothiorhodospira(0.0212)",Proteobacteria,Gammaproteobacteria
2965,"d:Bacteria(1.0000),p:Proteobacteria(0.6647),c:Alphaproteobacteria(0.4405),o:Rickettsiales(0.2011),f:RB446(0.0428),g:Unknown_Genus_1000728(0.0022)",Proteobacteria,Alphaproteobacteria
2966,"d:Bacteria(1.0000),p:Proteobacteria(0.9777),c:Epsilonproteobacteria(0.9818),o:Campylobacterales(0.9745),f:Helicobacteraceae(0.9387),g:Sulfurimonas(0.9601)",Proteobacteria,Epsilonproteobacteria
2967,"d:Bacteria(1.0000),p:Proteobacteria(0.9731),c:Gammaproteobacteria(0.9410),o:Alteromonadales(0.7783),f:Alteromonadaceae(0.6504),g:Aliiglaciecola(0.0972)",Proteobacteria,Gammaproteobacteria
2968,"d:Bacteria(1.0000),p:Bacteroidetes(0.9614),c:Flavobacteriia(0.9789),o:Flavobacteriales(0.9771),f:Flavobacteriaceae(0.9699),g:Flavobacterium(0.3044)",Bacteroidetes,Flavobacteriia
2969,"d:Bacteria(0.8306),p:Actinobacteria(0.1355),c:OPB41(0.0486),o:Unknown_Order_1002178(0.0171),f:Unknown_Family_1002179(0.0065),g:Unknown_Genus_1000231(0.0004)",Actinobacteria,OPB41
2970,"d:Bacteria(1.0000),p:Proteobacteria(0.9571),c:Deltaproteobacteria(0.9573),o:GR_WP33_30(0.8623),f:Unknown_Family_1002573(0.8804),g:Unknown_Genus_1000828(0.8898)",Proteobacteria,Deltaproteobacteria
