OTU ,Taxa,Phylum,Class
0,"d:Bacteria(1.0000),p:Proteobacteria(1.0000),c:Alphaproteobacteria(1.0000),o:SAR11_clade(1.0000),f:Surface_1(0.9595),g:Candidatus_Pelagibacter(0.6585)",Proteobacteria,Alphaproteobacteria
1,"d:Bacteria(1.0000),p:Proteobacteria(1.0000),c:Epsilonproteobacteria(1.0000),o:Campylobacterales(1.0000),f:Campylobacteraceae(0.9827),g:Arcobacter(0.9749)",Proteobacteria,Epsilonproteobacteria
2,"d:Bacteria(1.0000),p:Proteobacteria(0.9603),c:Gammaproteobacteria(0.9627),o:Oceanospirillales(0.8623),f:Hahellaceae(0.8804),g:Endozoicomonas(0.8898)",Proteobacteria,Gammaproteobacteria
3,"d:Bacteria(1.0000),p:Proteobacteria(0.9672),c:Alphaproteobacteria(0.9782),o:Sphingomonadales(0.9828),f:Sphingomonadaceae(0.8804),g:Sphingomonas(0.8663)",Proteobacteria,Alphaproteobacteria
4,"d:Bacteria(1.0000),p:Proteobacteria(0.9230),c:Gammaproteobacteria(0.9046),o:Vibrionales(0.5786),f:Vibrionaceae(0.3956),g:Vibrio(0.0972)",Proteobacteria,Gammaproteobacteria
5,"d:Bacteria(1.0000),p:Bacteroidetes(1.0000),c:Flavobacteriia(1.0000),o:Flavobacteriales(1.0000),f:Flavobacteriaceae(1.0000),g:uncultured_1216(0.8429)",Bacteroidetes,Flavobacteriia
6,"d:Bacteria(1.0000),p:Cyanobacteria(0.9804),c:Chloroplast(0.9828),o:Unknown_Order_1002334(0.9889),f:Unknown_Family_1002335(0.9906),g:Unknown_Genus_1000441(0.9911)",Cyanobacteria,Chloroplast
7,"d:Bacteria(1.0000),p:Bacteroidetes(0.9560),c:Flavobacteriia(0.9410),o:Flavobacteriales(0.9182),f:Flavobacteriaceae(0.9075),g:Wenyingzhuangia(0.2159)",Bacteroidetes,Flavobacteriia
8,"d:Bacteria(1.0000),p:Proteobacteria(1.0000),c:Betaproteobacteria(0.9778),o:Burkholderiales(0.9745),f:Comamonadaceae(0.9595),g:Curvibacter(0.8194)",Proteobacteria,Betaproteobacteria
9,"d:Bacteria(1.0000),p:Proteobacteria(0.9698),c:Alphaproteobacteria(0.9778),o:Rhodobacterales(0.9796),f:Rhodobacteraceae(0.9845),g:Lentibacter(0.6585)",Proteobacteria,Alphaproteobacteria
10,"d:Bacteria(1.0000),p:Bacteroidetes(0.9913),c:Flavobacteriia(0.9848),o:Flavobacteriales(0.9950),f:Flavobacteriaceae(0.9841),g:Maribacter(0.8429)",Bacteroidetes,Flavobacteriia
11,"d:Bacteria(1.0000),p:Proteobacteria(0.9931),c:Gammaproteobacteria(0.9573),o:Xanthomonadales(0.9720),f:JTB255_marine_benthic_group(0.9179),g:Unknown_Genus_1000984(0.9601)",Proteobacteria,Gammaproteobacteria
12,"d:Bacteria(1.0000),p:Cyanobacteria(1.0000),c:Cyanobacteria(0.9775),o:SubsectionI(0.9834),f:FamilyI(0.9829),g:Synechococcus(0.8194)",Cyanobacteria,Cyanobacteria
13,"d:Bacteria(1.0000),p:Proteobacteria(1.0000),c:Deltaproteobacteria(1.0000),o:Myxococcales(0.9836),f:Sandaracinaceae(0.9834),g:uncultured_11491(0.9764)",Proteobacteria,Deltaproteobacteria
14,"d:Bacteria(1.0000),p:Proteobacteria(0.9672),c:Alphaproteobacteria(0.9782),o:Rhodobacterales(0.9758),f:Rhodobacteraceae(0.9699),g:Sulfitobacter(0.7470)",Proteobacteria,Alphaproteobacteria
15,"d:Bacteria(1.0000),p:Proteobacteria(1.0000),c:Alphaproteobacteria(1.0000),o:Rhodobacterales(0.9826),f:Rhodobacteraceae(0.9838),g:Amylibacter(0.6585)",Proteobacteria,Alphaproteobacteria
16,"d:Bacteria(1.0000),p:Bacteroidetes(1.0000),c:Flavobacteriia(1.0000),o:Flavobacteriales(1.0000),f:Flavobacteriaceae(0.9824),g:Polaribacter(0.8898)",Bacteroidetes,Flavobacteriia
17,"d:Bacteria(1.0000),p:Proteobacteria(1.0000),c:Gammaproteobacteria(1.0000),o:Alteromonadales(0.9836),f:Alteromonadaceae(0.9827),g:Alteromonas(0.8429)",Proteobacteria,Gammaproteobacteria
18,"d:Bacteria(1.0000),p:Proteobacteria(1.0000),c:Gammaproteobacteria(1.0000),o:Alteromonadales(0.9832),f:Pseudoalteromonadaceae(0.9803),g:Pseudoalteromonas(0.9741)",Proteobacteria,Gammaproteobacteria
19,"d:Bacteria(1.0000),p:Bacteroidetes(0.9592),c:Flavobacteriia(0.9681),o:Flavobacteriales(0.9745),f:Flavobacteriaceae(0.9491),g:Robiginitalea(0.3044)",Bacteroidetes,Flavobacteriia
20,"d:Bacteria(1.0000),p:Proteobacteria(1.0000),c:Gammaproteobacteria(1.0000),o:Oceanospirillales(0.9832),f:SAR86_clade(0.9831),g:Unknown_Genus_1000950(0.9772)",Proteobacteria,Gammaproteobacteria
21,"d:Bacteria(1.0000),p:Proteobacteria(0.9698),c:Gammaproteobacteria(0.9786),o:BD7_8_marine_group(0.9796),f:Unknown_Family_1002603(0.9845),g:Unknown_Genus_1000892(0.9746)",Proteobacteria,Gammaproteobacteria
22,"d:Bacteria(1.0000),p:Bacteroidetes(0.9840),c:Flavobacteriia(0.9835),o:Flavobacteriales(0.9909),f:Flavobacteriaceae(0.9841),g:Zeaxanthinibacter(0.8194)",Bacteroidetes,Flavobacteriia
23,"d:Bacteria(1.0000),p:Bacteroidetes(0.9672),c:Flavobacteriia(0.9782),o:Flavobacteriales(0.9828),f:Flavobacteriaceae(0.9836),g:Aquibacter(0.9367)",Bacteroidetes,Flavobacteriia
24,"d:Bacteria(1.0000),p:Proteobacteria(0.9665),c:Gammaproteobacteria(0.9735),o:Chromatiales(0.9462),f:Granulosicoccaceae(0.9179),g:Granulosicoccus(0.9601)",Proteobacteria,Gammaproteobacteria
25,"d:Bacteria(1.0000),p:Bacteroidetes(0.9718),c:Flavobacteriia(0.9785),o:Flavobacteriales(0.9841),f:Flavobacteriaceae(0.9834),g:Polaribacter(0.6585)",Bacteroidetes,Flavobacteriia
26,"d:Bacteria(1.0000),p:Actinobacteria(1.0000),c:Acidimicrobiia(1.0000),o:Acidimicrobiales(1.0000),f:OM1_clade(1.0000),g:Candidatus_Actinomarina(0.9749)",Actinobacteria,Acidimicrobiia
27,"d:Bacteria(1.0000),p:Proteobacteria(0.9560),c:Gammaproteobacteria(0.9519),o:Oceanospirillales(0.9182),f:Oceanospirillaceae(0.9075),g:Neptuniibacter(0.8194)",Proteobacteria,Gammaproteobacteria
28,"d:Bacteria(1.0000),p:Proteobacteria(0.9646),c:Gammaproteobacteria(0.9793),o:Oceanospirillales(0.9771),f:Oceanospirillaceae(0.9803),g:Marinomonas(0.9741)",Proteobacteria,Gammaproteobacteria
29,"d:Bacteria(1.0000),p:Bacteroidetes(0.9840),c:Flavobacteriia(0.9835),o:Flavobacteriales(0.9909),f:Flavobacteriaceae(0.9923),g:Muriicola(0.3044)",Bacteroidetes,Flavobacteriia
30,"d:Bacteria(1.0000),p:Bacteroidetes(1.0000),c:Flavobacteriia(0.9778),o:Flavobacteriales(0.9836),f:Cryomorphaceae(0.9834),g:Owenweeksia(0.9764)",Bacteroidetes,Flavobacteriia
31,"d:Bacteria(1.0000),p:Bacteroidetes(0.9949),c:Flavobacteriia(0.9904),o:Flavobacteriales(0.9970),f:Flavobacteriaceae(0.9974),g:NS5_marine_group(0.9736)",Bacteroidetes,Flavobacteriia
32,"d:Bacteria(1.0000),p:Bacteroidetes(0.9949),c:Flavobacteriia(0.9904),o:Flavobacteriales(0.9970),f:Flavobacteriaceae(0.9831),g:NS4_marine_group(0.9734)",Bacteroidetes,Flavobacteriia
33,"d:Bacteria(1.0000),p:Cyanobacteria(1.0000),c:Chloroplast(1.0000),o:Unknown_Order_1002334(1.0000),f:Unknown_Family_1002335(1.0000),g:Unknown_Genus_1000441(1.0000)",Cyanobacteria,Chloroplast
34,"d:Bacteria(1.0000),p:Proteobacteria(0.9986),c:Alphaproteobacteria(0.9968),o:SAR11_clade(0.9990),f:Surface_2(0.6504),g:Unknown_Genus_1000744(0.6585)",Proteobacteria,Alphaproteobacteria
35,"d:Bacteria(1.0000),p:Bacteroidetes(1.0000),c:Flavobacteriia(1.0000),o:Flavobacteriales(1.0000),f:Flavobacteriaceae(1.0000),g:NS5_marine_group(0.9756)",Bacteroidetes,Flavobacteriia
36,"d:Bacteria(1.0000),p:Bacteroidetes(1.0000),c:Flavobacteriia(1.0000),o:Flavobacteriales(1.0000),f:Flavobacteriaceae(0.9824),g:NS5_marine_group(0.9744)",Bacteroidetes,Flavobacteriia
37,"d:Bacteria(1.0000),p:Proteobacteria(0.9705),c:Gammaproteobacteria(0.9778),o:Oceanospirillales(0.9830),f:SAR86_clade(0.9834),g:Unknown_Genus_1000950(0.9764)",Proteobacteria,Gammaproteobacteria
38,"d:Bacteria(1.0000),p:Proteobacteria(0.9646),c:Gammaproteobacteria(0.9410),o:Chromatiales(0.9182),f:Ectothiorhodospiraceae(0.9075),g:Unknown_Genus_1000902(0.9132)",Proteobacteria,Gammaproteobacteria
39,"d:Bacteria(1.0000),p:Proteobacteria(0.9665),c:Gammaproteobacteria(0.9786),o:Oceanospirillales(0.9783),f:Oceanospirillaceae(0.9803),g:Neptuniibacter(0.9736)",Proteobacteria,Gammaproteobacteria
40,"d:Bacteria(1.0000),p:Bacteroidetes(0.9705),c:Sphingobacteriia(0.9248),o:Sphingobacteriales(0.8343),f:Saprospiraceae(0.6964),g:uncultured_1272(0.2159)",Bacteroidetes,Sphingobacteriia
41,"d:Archaea(0.0000),p:Miscellaneous_Crenarchaeotic_Group(0.0012),c:Unknown_Class_1002026(0.0008),o:Unknown_Order_1002027(0.0002),f:Unknown_Family_1002028(0.0001),g:Unknown_Genus_1000090(0.0000)",Miscellaneous_Crenarchaeotic_Group,Unknown_Class_1002026
42,"d:Bacteria(1.0000),p:Bacteroidetes(0.9230),c:Flavobacteriia(0.9302),o:Flavobacteriales(0.8623),f:Flavobacteriaceae(0.8344),g:Lutibacter(0.1411)",Bacteroidetes,Flavobacteriia
43,"d:Bacteria(1.0000),p:Proteobacteria(0.9550),c:Alphaproteobacteria(0.9464),o:Rhodobacterales(0.7223),f:Rhodobacteraceae(0.6504),g:Thalassobius(0.1411)",Proteobacteria,Alphaproteobacteria
44,"d:Bacteria(1.0000),p:Gracilibacteria(0.7288),c:Unknown_Class_1002391(0.6477),o:Unknown_Order_1002392(0.5786),f:Unknown_Family_1002393(0.3956),g:Unknown_Genus_1000568(0.1118)",Gracilibacteria,Unknown_Class_1002391
45,"d:Bacteria(1.0000),p:Proteobacteria(0.9665),c:Alphaproteobacteria(0.9786),o:Rhodobacterales(0.9707),f:Rhodobacteraceae(0.9283),g:Tropicibacter(0.4815)",Proteobacteria,Alphaproteobacteria
46,"d:Bacteria(1.0000),p:Proteobacteria(0.9949),c:Gammaproteobacteria(0.9797),o:Oceanospirillales(0.9796),f:JL_ETNP_Y6(0.5583),g:Unknown_Genus_1000942(0.4815)",Proteobacteria,Gammaproteobacteria
47,"d:Bacteria(1.0000),p:Proteobacteria(0.9685),c:Alphaproteobacteria(0.9775),o:Rhizobiales(0.9826),f:Bradyrhizobiaceae(0.9283),g:Bradyrhizobium(0.7470)",Proteobacteria,Alphaproteobacteria
48,"d:Bacteria(1.0000),p:Gracilibacteria(0.9635),c:Unknown_Class_1002391(0.9797),o:Unknown_Order_1002392(0.9796),f:Unknown_Family_1002393(0.9845),g:Unknown_Genus_1000568(0.9746)",Gracilibacteria,Unknown_Class_1002391
49,"d:Bacteria(1.0000),p:Proteobacteria(1.0000),c:Alphaproteobacteria(1.0000),o:Rhodospirillales(1.0000),f:Rhodospirillaceae(1.0000),g:AEGEAN_169_marine_group(1.0000)",Proteobacteria,Alphaproteobacteria
50,"d:Bacteria(1.0000),p:Proteobacteria(0.9698),c:Alphaproteobacteria(0.9778),o:Caulobacterales(0.9809),f:Hyphomonadaceae(0.9843),g:Robiginitomaculum(0.9132)",Proteobacteria,Alphaproteobacteria
51,"d:Bacteria(1.0000),p:Bacteroidetes(0.9913),c:Flavobacteriia(0.9848),o:Flavobacteriales(0.9950),f:Flavobacteriaceae(0.9957),g:Lacinutrix(0.4815)",Bacteroidetes,Flavobacteriia
52,"d:Bacteria(1.0000),p:Proteobacteria(0.9656),c:Gammaproteobacteria(0.8575),o:Xanthomonadales(0.7503),f:JTB255_marine_benthic_group(0.6964),g:Unknown_Genus_1000984(0.7470)",Proteobacteria,Gammaproteobacteria
53,"d:Bacteria(1.0000),p:Bacteroidetes(0.9738),c:Sphingobacteriia(0.9573),o:Sphingobacteriales(0.9720),f:Saprospiraceae(0.9387),g:uncultured_1272(0.6585)",Bacteroidetes,Sphingobacteriia
54,"d:Bacteria(1.0000),p:Proteobacteria(0.9770),c:Betaproteobacteria(0.9627),o:Methylophilales(0.8343),f:Methylophilaceae(0.8344),g:OM43_clade(0.8663)",Proteobacteria,Betaproteobacteria
55,"d:Bacteria(1.0000),p:Proteobacteria(0.9931),c:Alphaproteobacteria(0.9873),o:Caulobacterales(0.9809),f:Hyphomonadaceae(0.9843),g:Litorimonas(0.5700)",Proteobacteria,Alphaproteobacteria
56,"d:Bacteria(1.0000),p:Bacteroidetes(0.7206),c:Sphingobacteriia(0.5474),o:Sphingobacteriales(0.3172),f:S15_21(0.1402),g:Unknown_Genus_1000338(0.0104)",Bacteroidetes,Sphingobacteriia
57,"d:Bacteria(1.0000),p:Proteobacteria(0.9672),c:Alphaproteobacteria(0.9782),o:Rhodobacterales(0.9771),f:Rhodobacteraceae(0.9803),g:Pseudophaeobacter(0.9132)",Proteobacteria,Alphaproteobacteria
58,"d:Bacteria(1.0000),p:Bacteroidetes(0.9738),c:Cytophagia(0.9775),o:Cytophagales(0.9834),f:Flammeovirgaceae(0.9845),g:uncultured_1059(0.9741)",Bacteroidetes,Cytophagia
59,"d:Bacteria(1.0000),p:Cyanobacteria(0.9804),c:Chloroplast(0.9828),o:Unknown_Order_1002334(0.9889),f:Unknown_Family_1002335(0.9906),g:Unknown_Genus_1000441(0.9911)",Cyanobacteria,Chloroplast
60,"d:Bacteria(1.0000),p:Chlorobi(0.9635),c:Ignavibacteria(0.9797),o:Ignavibacteriales(0.9796),f:Ignavibacteriaceae(0.7424),g:Ignavibacterium(0.8194)",Chlorobi,Ignavibacteria
61,"d:Bacteria(1.0000),p:Proteobacteria(0.9949),c:Deltaproteobacteria(0.9904),o:Desulfobacterales(0.9832),f:Desulfobacteraceae(0.9831),g:Sva0081_sediment_group(0.9132)",Proteobacteria,Deltaproteobacteria
62,"d:Bacteria(1.0000),p:Bacteroidetes(0.9840),c:Flavobacteriia(0.9835),o:Flavobacteriales(0.9909),f:Flavobacteriaceae(0.9841),g:Flavobacterium(0.9367)",Bacteroidetes,Flavobacteriia
63,"d:Bacteria(1.0000),p:Proteobacteria(1.0000),c:Alphaproteobacteria(1.0000),o:Rickettsiales(1.0000),f:SAR116_clade(1.0000),g:Unknown_Genus_1000731(1.0000)",Proteobacteria,Alphaproteobacteria
64,"d:Bacteria(1.0000),p:Proteobacteria(0.9698),c:Gammaproteobacteria(0.9790),o:Thiotrichales(0.9809),f:Thiotrichaceae(0.9843),g:Leucothrix(0.9734)",Proteobacteria,Gammaproteobacteria
65,"d:Bacteria(1.0000),p:Bacteroidetes(0.9592),c:Flavobacteriia(0.9681),o:Flavobacteriales(0.9745),f:Flavobacteriaceae(0.9595),g:Aquibacter(0.3930)",Bacteroidetes,Flavobacteriia
66,"d:Bacteria(1.0000),p:Proteobacteria(0.9705),c:Gammaproteobacteria(0.9248),o:Alteromonadales(0.7783),f:Alteromonadaceae(0.7424),g:Glaciecola(0.0533)",Proteobacteria,Gammaproteobacteria
67,"d:Bacteria(1.0000),p:Bacteroidetes(0.9230),c:Flavobacteriia(0.9302),o:Flavobacteriales(0.8623),f:Flavobacteriaceae(0.8344),g:Ulvibacter(0.1118)",Bacteroidetes,Flavobacteriia
68,"d:Bacteria(1.0000),p:Bacteroidetes(0.9550),c:Sphingobacteriia(0.9248),o:Sphingobacteriales(0.8343),f:Saprospiraceae(0.7884),g:uncultured_1272(0.3930)",Bacteroidetes,Sphingobacteriia
69,"d:Bacteria(1.0000),p:Proteobacteria(1.0000),c:Alphaproteobacteria(1.0000),o:OCS116_clade(0.9828),f:Unknown_Family_1002537(0.9836),g:Unknown_Genus_1000667(0.9756)",Proteobacteria,Alphaproteobacteria
70,"d:Bacteria(1.0000),p:Proteobacteria(0.9665),c:Deltaproteobacteria(0.9786),o:Desulfobacterales(0.9826),f:Desulfobulbaceae(0.9838),g:Desulfotalea(0.5700)",Proteobacteria,Deltaproteobacteria
71,"d:Bacteria(1.0000),p:Cyanobacteria(0.9571),c:Chloroplast(0.9573),o:Unknown_Order_1002334(0.9720),f:Unknown_Family_1002335(0.9387),g:Unknown_Genus_1000441(0.9731)",Cyanobacteria,Chloroplast
72,"d:Bacteria(1.0000),p:Proteobacteria(1.0000),c:Gammaproteobacteria(1.0000),o:Alteromonadales(0.9830),f:Psychromonadaceae(0.9834),g:Psychromonas(0.9764)",Proteobacteria,Gammaproteobacteria
73,"d:Bacteria(1.0000),p:Bacteroidetes(0.9646),c:Sphingobacteriia(0.6924),o:Sphingobacteriales(0.6091),f:Saprospiraceae(0.4137),g:uncultured_1272(0.0283)",Bacteroidetes,Sphingobacteriia
74,"d:Archaea(1.0000),p:Thaumarchaeota(0.9053),c:Marine_Group_I(0.9248),o:Unknown_Order_292(0.7223),f:Unknown_Family_293(0.6504),g:Candidatus_Nitrosopumilus(0.6585)",Thaumarchaeota,Marine_Group_I
75,"d:Bacteria(1.0000),p:Marinimicrobia__SAR406_clade_(1.0000),c:Unknown_Class_1002465(1.0000),o:Unknown_Order_1002466(1.0000),f:Unknown_Family_1002467(1.0000),g:Unknown_Genus_1000602(1.0000)",Marinimicrobia__SAR406_clade_,Unknown_Class_1002465
76,"d:Bacteria(1.0000),p:Proteobacteria(0.9646),c:Gammaproteobacteria(0.9519),o:E01_9C_26_marine_group(0.9462),f:Unknown_Family_1002611(0.9179),g:Unknown_Genus_1000908(0.9601)",Proteobacteria,Gammaproteobacteria
77,"d:Bacteria(1.0000),p:Planctomycetes(1.0000),c:Planctomycetacia(1.0000),o:Planctomycetales(1.0000),f:Planctomycetaceae(1.0000),g:Blastopirellula(0.9753)",Planctomycetes,Planctomycetacia
78,"d:Bacteria(1.0000),p:Bacteroidetes(0.8522),c:Flavobacteriia(0.6924),o:Flavobacteriales(0.6091),f:NS9_marine_group(0.3594),g:Unknown_Genus_1000316(0.0825)",Bacteroidetes,Flavobacteriia
79,"d:Bacteria(1.0000),p:Bacteroidetes(0.9665),c:Flavobacteriia(0.9786),o:Flavobacteriales(0.9826),f:Flavobacteriaceae(0.9843),g:Dokdonia(0.4815)",Bacteroidetes,Flavobacteriia
80,"d:Bacteria(1.0000),p:Proteobacteria(0.9560),c:Gammaproteobacteria(0.9302),o:Sva0071(0.8623),f:Unknown_Family_1002626(0.8804),g:Unknown_Genus_1000970(0.8898)",Proteobacteria,Gammaproteobacteria
81,"d:Bacteria(1.0000),p:Proteobacteria(0.9913),c:Gammaproteobacteria(0.9778),o:Oceanospirillales(0.9826),f:SAR86_clade(0.9838),g:Unknown_Genus_1000950(0.9753)",Proteobacteria,Gammaproteobacteria
82,"d:Bacteria(1.0000),p:Bacteroidetes(0.7815),c:Sphingobacteriia(0.6924),o:Sphingobacteriales(0.6091),f:Saprospiraceae(0.3412),g:uncultured_1272(0.0212)",Bacteroidetes,Sphingobacteriia
83,"d:Bacteria(1.0000),p:Proteobacteria(0.9550),c:Gammaproteobacteria(0.9302),o:Cellvibrionales(0.7503),f:Halieaceae(0.5583),g:OM60_NOR5__clade(0.1118)",Proteobacteria,Gammaproteobacteria
84,"d:Bacteria(1.0000),p:Planctomycetes(1.0000),c:Planctomycetacia(0.9808),o:Planctomycetales(0.9855),f:Planctomycetaceae(0.9855),g:Rhodopirellula(0.9749)",Planctomycetes,Planctomycetacia
85,"d:Bacteria(1.0000),p:Bacteroidetes(0.9691),c:Flavobacteriia(0.9775),o:Flavobacteriales(0.9834),f:Flavobacteriaceae(0.9829),g:Nonlabens(0.9736)",Bacteroidetes,Flavobacteriia
86,"d:Bacteria(1.0000),p:Proteobacteria(0.9949),c:Alphaproteobacteria(0.9904),o:Caulobacterales(0.9809),f:Hyphomonadaceae(0.9843),g:uncultured_2407(0.9729)",Proteobacteria,Alphaproteobacteria
87,"d:Bacteria(1.0000),p:Planctomycetes(1.0000),c:Planctomycetacia(1.0000),o:Planctomycetales(1.0000),f:Planctomycetaceae(1.0000),g:uncultured_2371(0.9756)",Planctomycetes,Planctomycetacia
88,"d:Bacteria(1.0000),p:Bacteroidetes(0.9665),c:Flavobacteriia(0.9786),o:Flavobacteriales(0.9826),f:Flavobacteriaceae(0.9838),g:uncultured_1216(0.9367)",Bacteroidetes,Flavobacteriia
89,"d:Bacteria(1.0000),p:Bacteroidetes(0.9784),c:Cytophagia(0.9681),o:Cytophagales(0.9745),f:Flammeovirgaceae(0.8344),g:uncultured_1059(0.8194)",Bacteroidetes,Cytophagia
90,"d:Bacteria(1.0000),p:Proteobacteria(0.9804),c:Gammaproteobacteria(0.9627),o:Order_Incertae_Sedis_3682(0.8903),f:Family_Incertae_Sedis_3683(0.8971),g:Marinicella(0.9132)",Proteobacteria,Gammaproteobacteria
91,"d:Bacteria(1.0000),p:Proteobacteria(0.7638),c:Alphaproteobacteria(0.7160),o:Rickettsiales(0.4230),f:SAR116_clade(0.2733),g:Unknown_Genus_1000731(0.0283)",Proteobacteria,Alphaproteobacteria
92,"d:Bacteria(1.0000),p:Bacteroidetes(0.7288),c:Sphingobacteriia(0.6180),o:Sphingobacteriales(0.4935),f:Saprospiraceae(0.1668),g:uncultured_1272(0.0061)",Bacteroidetes,Sphingobacteriia
93,"d:Bacteria(1.0000),p:Proteobacteria(0.9560),c:Deltaproteobacteria(0.9519),o:Desulfobacterales(0.9707),f:Desulfobulbaceae(0.9283),g:Desulforhopalus(0.1264)",Proteobacteria,Deltaproteobacteria
94,"d:Bacteria(1.0000),p:Proteobacteria(0.7315),c:Alphaproteobacteria(0.6254),o:Rhodospirillales(0.5288),f:Rhodospirillaceae(0.3412),g:AEGEAN_169_marine_group(0.0533)",Proteobacteria,Alphaproteobacteria
95,"d:Bacteria(1.0000),p:Proteobacteria(0.7315),c:Gammaproteobacteria(0.6180),o:34P16(0.4582),f:Unknown_Family_1002599(0.2999),g:Unknown_Genus_1000878(0.0386)",Proteobacteria,Gammaproteobacteria
96,"d:Bacteria(1.0000),p:Bacteroidetes(0.7462),c:Sphingobacteriia(0.6688),o:Sphingobacteriales(0.5939),f:Saprospiraceae(0.3412),g:uncultured_1272(0.0212)",Bacteroidetes,Sphingobacteriia
97,"d:Bacteria(1.0000),p:Bacteroidetes(0.9698),c:Bacteroidia(0.9793),o:Bacteroidales(0.9809),f:Marinilabiaceae(0.9843),g:uncultured_939(0.9746)",Bacteroidetes,Bacteroidia
98,"d:Bacteria(1.0000),p:Bacteroidetes(0.9406),c:Flavobacteriia(0.9356),o:Flavobacteriales(0.8903),f:Flavobacteriaceae(0.8344),g:Maritimimonas(0.1411)",Bacteroidetes,Flavobacteriia
99,"d:Bacteria(1.0000),p:Bacteroidetes(0.9685),c:Flavobacteriia(0.9775),o:Flavobacteriales(0.9832),f:Flavobacteriaceae(0.9831),g:Ulvibacter(0.9729)",Bacteroidetes,Flavobacteriia
100,"d:Bacteria(1.0000),p:Proteobacteria(0.9571),c:Gammaproteobacteria(0.9410),o:Cellvibrionales(0.7783),f:Cellvibrionaceae(0.6964),g:Unknown_Genus_1000898(0.3044)",Proteobacteria,Gammaproteobacteria
101,"d:Bacteria(1.0000),p:Cyanobacteria(0.9790),c:Chloroplast(0.9825),o:Unknown_Order_1002334(0.9879),f:Unknown_Family_1002335(0.9898),g:Unknown_Genus_1000441(0.9902)",Cyanobacteria,Chloroplast
102,"d:Bacteria(1.0000),p:Bacteroidetes(0.7179),c:Sphingobacteriia(0.3870),o:Sphingobacteriales(0.2275),f:NS11_12_marine_group(0.1193),g:Unknown_Genus_1000336(0.0073)",Bacteroidetes,Sphingobacteriia
103,"d:Bacteria(1.0000),p:Planctomycetes(0.9949),c:Planctomycetacia(0.9904),o:Planctomycetales(0.9970),f:Planctomycetaceae(0.9974),g:Rhodopirellula(0.9744)",Planctomycetes,Planctomycetacia
104,"d:Bacteria(1.0000),p:Planctomycetes(1.0000),c:Planctomycetacia(1.0000),o:Planctomycetales(1.0000),f:Planctomycetaceae(1.0000),g:Rubripirellula(0.8898)",Planctomycetes,Planctomycetacia
105,"d:Bacteria(1.0000),p:Proteobacteria(0.7288),c:Gammaproteobacteria(0.6106),o:Chromatiales(0.2539),f:Ectothiorhodospiraceae(0.1402),g:Unknown_Genus_1000902(0.0104)",Proteobacteria,Gammaproteobacteria
106,"d:Bacteria(1.0000),p:Bacteroidetes(0.7815),c:Sphingobacteriia(0.6924),o:Sphingobacteriales(0.6091),f:Saprospiraceae(0.3594),g:uncultured_1272(0.0247)",Bacteroidetes,Sphingobacteriia
107,"d:Bacteria(1.0000),p:Chlorobi(0.7462),c:Ignavibacteria(0.7160),o:Ignavibacteriales(0.6244),f:PHOS_HE36(0.2467),g:Unknown_Genus_1000370(0.0247)",Chlorobi,Ignavibacteria
108,"d:Bacteria(1.0000),p:Proteobacteria(0.9592),c:Alphaproteobacteria(0.9681),o:Caulobacterales(0.8343),f:Hyphomonadaceae(0.8344),g:Hellea(0.1118)",Proteobacteria,Alphaproteobacteria
109,"d:Bacteria(1.0000),p:Bacteroidetes(0.9635),c:Bacteroidia(0.9627),o:Bacteroidales(0.9733),f:Marinilabiaceae(0.9491),g:Saccharicrinis(0.9601)",Bacteroidetes,Bacteroidia
110,"d:Bacteria(1.0000),p:Proteobacteria(0.9691),c:Gammaproteobacteria(0.9797),o:Gammaproteobacteria_Incertae_Sedis_3535(0.9771),f:Unknown_Family_3536(0.9803),g:Sedimenticola(0.9739)",Proteobacteria,Gammaproteobacteria
111,"d:Bacteria(1.0000),p:Bacteroidetes(0.6924),c:Sphingobacteriia(0.4939),o:Sphingobacteriales(0.2819),f:Chitinophagaceae(0.1668),g:uncultured_1252(0.0140)",Bacteroidetes,Sphingobacteriia
112,"d:Bacteria(1.0000),p:Proteobacteria(0.9784),c:Gammaproteobacteria(0.9801),o:Alteromonadales(0.9720),f:Psychromonadaceae(0.9283),g:Psychromonas(0.9729)",Proteobacteria,Gammaproteobacteria
113,"d:Bacteria(1.0000),p:Proteobacteria(0.9646),c:Alphaproteobacteria(0.9793),o:Rhizobiales(0.9783),f:Rhodobiaceae(0.9595),g:Anderseniella(0.9736)",Proteobacteria,Alphaproteobacteria
114,"d:Bacteria(1.0000),p:Cyanobacteria(0.8346),c:Chloroplast(0.8103),o:Unknown_Order_1002334(0.6943),f:Unknown_Family_1002335(0.6043),g:Unknown_Genus_1000441(0.5700)",Cyanobacteria,Chloroplast
115,"d:Bacteria(1.0000),p:Bacteroidetes(0.9949),c:Flavobacteriia(0.9778),o:Flavobacteriales(0.9830),f:Cryomorphaceae(0.9838),g:Owenweeksia(0.9753)",Bacteroidetes,Flavobacteriia
116,"d:Bacteria(1.0000),p:Proteobacteria(0.9560),c:Alphaproteobacteria(0.9519),o:Rhodobacterales(0.8063),f:Rhodobacteraceae(0.7884),g:Tropicimonas(0.3930)",Proteobacteria,Alphaproteobacteria
