"Supplemental Table 1. Assigned Prokaryotic, 16S Taxa to OTU ID",,,,,,,,,
,,,,,,,,,
,OTU,Taxa,Kingdom,Phylum,Class,Order,Family,Genus,Species
909,908,"d:Bacteria(1.0000),p:Bacteroidetes(0.9731),c:Flavobacteriia(0.9788),o:Flavobacteriales(0.9843),f:Flavobacteriaceae(0.9831),g:NS4_marine_group(0.9746)",Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,NS4_marine_group,NA
910,909,"d:Bacteria(1.0000),p:Cyanobacteria(0.7179),c:Chloroplast(0.6106),o:Unknown_Order_1002334(0.4582),f:Unknown_Family_1002335(0.2999),g:Unknown_Genus_1000441(0.0386)",Bacteria,Cyanobacteria,Chloroplast,Unknown_Order_1002334,Unknown_Family_1002335,Unknown_Genus_1000441,NA
911,910,"d:Bacteria(1.0000),p:Planctomycetes(0.9678),c:Planctomycetacia(0.8810),o:Planctomycetales(0.7783),f:Planctomycetaceae(0.7424),g:Blastopirellula(0.0247)",Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Blastopirellula,NA
912,911,"d:Bacteria(1.0000),p:Bacteroidetes(0.9764),c:Sphingobacteriia(0.9302),o:Sphingobacteriales(0.8623),f:WCHB1_69(0.6964),g:Unknown_Genus_1000345(0.7470)",Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,WCHB1_69,Unknown_Genus_1000345,NA
913,912,"d:Bacteria(1.0000),p:Proteobacteria(0.7233),c:Gammaproteobacteria(0.6032),o:Pseudomonadales(0.2819),f:Pseudomonadaceae(0.1668),g:Pseudomonas(0.0140)",Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
914,913,"d:Bacteria(1.0000),p:Planctomycetes(0.9724),c:Planctomycetacia(0.9627),o:Planctomycetales(0.9733),f:Planctomycetaceae(0.9491),g:Blastopirellula(0.1411)",Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Blastopirellula,NA
915,914,"d:Bacteria(1.0000),p:Proteobacteria(0.9571),c:Alphaproteobacteria(0.9519),o:Rickettsiales(0.8063),f:SAR116_clade(0.7884),g:Unknown_Genus_1000731(0.8429)",Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SAR116_clade,Unknown_Genus_1000731,NA
916,915,"d:Bacteria(1.0000),p:Proteobacteria(0.7638),c:Gammaproteobacteria(0.6032),o:Chromatiales(0.4230),f:Ectothiorhodospiraceae(0.2733),g:Unknown_Genus_1000902(0.0283)",Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Unknown_Genus_1000902,NA
917,916,"d:Bacteria(1.0000),p:Proteobacteria(0.7261),c:Gammaproteobacteria(0.6106),o:HOC36(0.2819),f:Unknown_Family_1002613(0.1668),g:Unknown_Genus_1000912(0.0140)",Bacteria,Proteobacteria,Gammaproteobacteria,HOC36,Unknown_Family_1002613,Unknown_Genus_1000912,NA
918,917,"d:Bacteria(1.0000),p:Bacteroidetes(0.7233),c:Sphingobacteriia(0.5957),o:Sphingobacteriales(0.3877),f:Saprospiraceae(0.1668),g:uncultured_1272(0.0140)",Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,uncultured_1272,NA
919,918,"d:Bacteria(1.0000),p:Bacteroidetes(0.9913),c:Sphingobacteriia(0.9793),o:Sphingobacteriales(0.9809),f:WCHB1_69(0.9843),g:Unknown_Genus_1000345(0.9749)",Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,WCHB1_69,Unknown_Genus_1000345,NA
920,919,"d:Bacteria(1.0000),p:Proteobacteria(0.9698),c:Gammaproteobacteria(0.9681),o:Chromatiales(0.9745),f:Chromatiaceae(0.9595),g:Nitrosococcus(0.9736)",Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Nitrosococcus,NA
921,920,"d:Bacteria(1.0000),p:Bacteroidetes(0.9711),c:Sphingobacteriia(0.9356),o:Sphingobacteriales(0.8903),f:Saprospiraceae(0.8344),g:uncultured_1272(0.2159)",Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,uncultured_1272,NA
922,921,"d:Bacteria(1.0000),p:Tenericutes(0.3446),c:Mollicutes(0.1546),o:DMI(0.0980),f:Unknown_Family_1002674(0.0312),g:Unknown_Genus_1001013(0.0014)",Bacteria,Tenericutes,Mollicutes,DMI,Unknown_Family_1002674,Unknown_Genus_1001013,NA
923,922,"d:Bacteria(1.0000),p:Bacteroidetes(0.9895),c:Flavobacteriia(0.9845),o:Flavobacteriales(0.9940),f:Flavobacteriaceae(0.9949),g:Unknown_Genus_1000314(0.5700)",Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Unknown_Genus_1000314,NA
924,923,"d:Bacteria(1.0000),p:Verrucomicrobia(1.0000),c:Verrucomicrobiae(0.9775),o:Verrucomicrobiales(0.9834),f:DEV007(0.9836),g:Unknown_Genus_1001046(0.9756)",Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,DEV007,Unknown_Genus_1001046,NA
925,924,"d:Bacteria(1.0000),p:Bacteroidetes(0.4987),c:Sphingobacteriia(0.1244),o:Sphingobacteriales(0.0741),f:Chitinophagaceae(0.0243),g:uncultured_1252(0.0011)",Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,uncultured_1252,NA
926,925,"d:Bacteria(1.0000),p:Chloroflexi(0.9672),c:Ardenticatenia(0.6688),o:uncultured_1400(0.5939),f:Unknown_Family_1002246(0.4137),g:Unknown_Genus_1000376(0.1264)",Bacteria,Chloroflexi,Ardenticatenia,uncultured_1400,Unknown_Family_1002246,Unknown_Genus_1000376,NA
927,926,"d:Bacteria(1.0000),p:Latescibacteria(0.9895),c:Unknown_Class_1002406(0.9845),o:Unknown_Order_1002407(0.9940),f:Unknown_Family_1002408(0.9949),g:Unknown_Genus_1000573(0.9951)",Bacteria,Latescibacteria,Unknown_Class_1002406,Unknown_Order_1002407,Unknown_Family_1002408,Unknown_Genus_1000573,NA
928,927,"d:Bacteria(1.0000),p:Chloroflexi(0.7992),c:Ardenticatenia(0.6329),o:uncultured_1400(0.5481),f:Unknown_Family_1002246(0.3594),g:Unknown_Genus_1000376(0.0825)",Bacteria,Chloroflexi,Ardenticatenia,uncultured_1400,Unknown_Family_1002246,Unknown_Genus_1000376,NA
929,928,"d:Bacteria(1.0000),p:Tenericutes(0.9550),c:Mollicutes(0.9464),o:NB1_n(0.9462),f:Unknown_Family_1002678(0.9179),g:Unknown_Genus_1001019(0.9601)",Bacteria,Tenericutes,Mollicutes,NB1_n,Unknown_Family_1002678,Unknown_Genus_1001019,NA
930,929,"d:Bacteria(0.2575),p:Firmicutes(0.0178),c:Clostridia(0.0116),o:Clostridiales(0.0028),f:Family_XIII(0.0014),g:Mogibacterium(0.0001)",Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Mogibacterium,NA
931,930,"d:Bacteria(1.0000),p:Fusobacteria(0.5540),c:Fusobacteriia(0.3870),o:Fusobacteriales(0.2275),f:Leptotrichiaceae(0.0619),g:Leptotrichia(0.0008)",Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,NA
932,931,"d:Bacteria(1.0000),p:Bacteroidetes(0.8522),c:Cytophagia(0.6688),o:Cytophagales(0.5939),f:Flammeovirgaceae(0.4137),g:uncultured_1059(0.1118)",Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,uncultured_1059,NA
933,932,"d:Bacteria(1.0000),p:Chloroflexi(0.7342),c:Anaerolineae(0.6477),o:Anaerolineales(0.5786),f:Anaerolineaceae(0.3956),g:uncultured_1395(0.0825)",Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured_1395,NA
934,933,"d:Bacteria(1.0000),p:Proteobacteria(0.9614),c:Deltaproteobacteria(0.9735),o:Myxococcales(0.9745),f:Sandaracinaceae(0.9283),g:uncultured_11491(0.9367)",Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,uncultured_11491,NA
935,934,"d:Bacteria(1.0000),p:Proteobacteria(0.9840),c:Alphaproteobacteria(0.9835),o:DB1_14(0.9826),f:Unknown_Family_1002533(0.9838),g:Unknown_Genus_1000663(0.9753)",Bacteria,Proteobacteria,Alphaproteobacteria,DB1_14,Unknown_Family_1002533,Unknown_Genus_1000663,NA
936,935,"d:Bacteria(1.0000),p:Planctomycetes(0.9777),c:Planctomycetacia(0.9801),o:Planctomycetales(0.9783),f:Planctomycetaceae(0.9848),g:Blastopirellula(0.5700)",Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Blastopirellula,NA
937,936,"d:Bacteria(1.0000),p:Gracilibacteria(0.9560),c:Unknown_Class_1002391(0.9519),o:Unknown_Order_1002392(0.9707),f:Unknown_Family_1002393(0.9283),g:Unknown_Genus_1000568(0.9729)",Bacteria,Gracilibacteria,Unknown_Class_1002391,Unknown_Order_1002392,Unknown_Family_1002393,Unknown_Genus_1000568,NA
938,937,"d:Bacteria(1.0000),p:Proteobacteria(0.9665),c:Deltaproteobacteria(0.9786),o:Desulfobacterales(0.9809),f:Desulfobulbaceae(0.9843),g:Desulfobulbus(0.9731)",Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbus,NA
939,938,"d:Bacteria(1.0000),p:Proteobacteria(0.9646),c:Gammaproteobacteria(0.9797),o:Alteromonadales(0.9758),f:Colwelliaceae(0.9699),g:Colwellia(0.9132)",Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,NA
940,939,"d:Bacteria(1.0000),p:Bacteroidetes(0.7261),c:Sphingobacteriia(0.6106),o:Sphingobacteriales(0.4582),f:Saprospiraceae(0.1934),g:Lewinella(0.0048)",Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Lewinella,NA
941,940,"d:Bacteria(1.0000),p:Proteobacteria(0.4987),c:Alphaproteobacteria(0.1849),o:Rhodospirillales(0.1219),f:Rhodospirillaceae(0.0428),g:uncultured_2755(0.0014)",Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,uncultured_2755,NA
942,941,"d:Bacteria(1.0000),p:Planctomycetes(0.9571),c:OM190(0.9302),o:Unknown_Order_1002492(0.8623),f:Unknown_Family_1002493(0.8804),g:Unknown_Genus_1000622(0.8898)",Bacteria,Planctomycetes,OM190,Unknown_Order_1002492,Unknown_Family_1002493,Unknown_Genus_1000622,NA
943,942,"d:Bacteria(1.0000),p:Proteobacteria(0.7206),c:Gammaproteobacteria(0.6180),o:KI89A_clade(0.3172),f:Unknown_Family_1002615(0.1934),g:Unknown_Genus_1000914(0.0176)",Bacteria,Proteobacteria,Gammaproteobacteria,KI89A_clade,Unknown_Family_1002615,Unknown_Genus_1000914,NA
944,943,"d:Bacteria(1.0000),p:Proteobacteria(0.9582),c:Alphaproteobacteria(0.9627),o:Rhodobacterales(0.8063),f:Rhodobacteraceae(0.7884),g:Roseobacter_clade_NAC11_7_lineage(0.1264)",Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter_clade_NAC11_7_lineage,NA
945,944,"d:Bacteria(1.0000),p:Planctomycetes(0.9685),c:Planctomycetacia(0.9046),o:Planctomycetales(0.8063),f:Planctomycetaceae(0.7884),g:Blastopirellula(0.0679)",Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Blastopirellula,NA
946,945,"d:Bacteria(1.0000),p:Proteobacteria(0.7315),c:Deltaproteobacteria(0.6688),o:Bdellovibrionales(0.4935),f:Bacteriovoracaceae(0.3231),g:Peredibacter(0.0140)",Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Peredibacter,NA
947,946,"d:Bacteria(1.0000),p:Proteobacteria(0.8169),c:Alphaproteobacteria(0.8103),o:DB1_14(0.6396),f:Unknown_Family_1002533(0.4681),g:Unknown_Genus_1000663(0.3044)",Bacteria,Proteobacteria,Alphaproteobacteria,DB1_14,Unknown_Family_1002533,Unknown_Genus_1000663,NA
948,947,"d:Bacteria(1.0000),p:Bacteroidetes(0.4500),c:Sphingobacteriia(0.0609),o:Sphingobacteriales(0.0232),f:Chitinophagaceae(0.0084),g:uncultured_1252(0.0005)",Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,uncultured_1252,NA
949,948,"d:Bacteria(1.0000),p:Proteobacteria(0.9678),c:Gammaproteobacteria(0.9790),o:Chromatiales(0.9771),f:Ectothiorhodospiraceae(0.9803),g:Unknown_Genus_1000902(0.9741)",Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Unknown_Genus_1000902,NA
950,949,"d:Bacteria(1.0000),p:Bacteroidetes(0.9053),c:Flavobacteriia(0.9248),o:Flavobacteriales(0.8343),f:Flavobacteriaceae(0.6043),g:Pseudozobellia(0.0533)",Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Pseudozobellia,NA
951,950,"d:Bacteria(1.0000),p:Proteobacteria(0.8169),c:Gammaproteobacteria(0.7396),o:HOC36(0.5786),f:Unknown_Family_1002613(0.3956),g:Unknown_Genus_1000912(0.1118)",Bacteria,Proteobacteria,Gammaproteobacteria,HOC36,Unknown_Family_1002613,Unknown_Genus_1000912,NA
952,951,"d:Bacteria(1.0000),p:Spirochaetae(0.7992),c:Spirochaetes(0.7867),o:Spirochaetales(0.6701),f:Spirochaetaceae(0.5583),g:Spirochaeta_2(0.0825)",Bacteria,Spirochaetae,Spirochaetes,Spirochaetales,Spirochaetaceae,Spirochaeta_2,NA
953,952,"d:Bacteria(1.0000),p:Bacteroidetes(0.9877),c:Bacteroidetes_VC2_1_Bac22(0.9735),o:Unknown_Order_1002208(0.9758),f:Unknown_Family_1002209(0.9699),g:Unknown_Genus_1000261(0.9739)",Bacteria,Bacteroidetes,Bacteroidetes_VC2_1_Bac22,Unknown_Order_1002208,Unknown_Family_1002209,Unknown_Genus_1000261,NA
954,953,"d:Bacteria(1.0000),p:Deferribacteres(0.7342),c:Deferribacteres_Incertae_Sedis_11258(0.6924),o:Unknown_Order_11259(0.6091),f:Unknown_Family_11260(0.4319),g:Caldithrix(0.1411)",Bacteria,Deferribacteres,Deferribacteres_Incertae_Sedis_11258,Unknown_Order_11259,Unknown_Family_11260,Caldithrix,NA
955,954,"d:Bacteria(1.0000),p:Actinobacteria(1.0000),c:Acidimicrobiia(0.9775),o:Acidimicrobiales(0.9832),f:Acidimicrobiaceae(0.9841),g:Illumatobacter(0.9601)",Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,Illumatobacter,NA
956,955,"d:Bacteria(1.0000),p:Lentisphaerae(0.7206),c:SS1_B_03_39(0.5957),o:Unknown_Order_1002459(0.3877),f:Unknown_Family_1002460(0.2467),g:Unknown_Genus_1000599(0.0247)",Bacteria,Lentisphaerae,SS1_B_03_39,Unknown_Order_1002459,Unknown_Family_1002460,Unknown_Genus_1000599,NA
957,956,"d:Bacteria(1.0000),p:Proteobacteria(0.9230),c:Gammaproteobacteria(0.8103),o:Xanthomonadales(0.6396),f:uncultured_3830(0.4681),g:Unknown_Genus_1000986(0.3044)",Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,uncultured_3830,Unknown_Genus_1000986,NA
958,957,"d:Bacteria(1.0000),p:Bacteroidetes(0.9718),c:Flavobacteriia(0.9788),o:Flavobacteriales(0.9843),f:Flavobacteriaceae(0.9827),g:NS5_marine_group(0.9746)",Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,NS5_marine_group,NA
959,958,"d:Bacteria(1.0000),p:Acidobacteria(0.9624),c:Holophagae(0.9464),o:Subgroup_10(0.9462),f:Sva0725(0.8804),g:Unknown_Genus_1000174(0.8898)",Bacteria,Acidobacteria,Holophagae,Subgroup_10,Sva0725,Unknown_Genus_1000174,NA
960,959,"d:Bacteria(1.0000),p:Proteobacteria(0.9635),c:Gammaproteobacteria(0.9735),o:KI89A_clade(0.9182),f:Unknown_Family_1002615(0.9075),g:Unknown_Genus_1000914(0.9367)",Bacteria,Proteobacteria,Gammaproteobacteria,KI89A_clade,Unknown_Family_1002615,Unknown_Genus_1000914,NA
961,960,"d:Bacteria(1.0000),p:Actinobacteria(0.9665),c:Acidimicrobiia(0.9801),o:Acidimicrobiales(0.9783),f:Sva0996_marine_group(0.8804),g:Unknown_Genus_1000185(0.8898)",Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Sva0996_marine_group,Unknown_Genus_1000185,NA
962,961,"d:Bacteria(1.0000),p:Verrucomicrobia(0.9718),c:Verrucomicrobiae(0.8810),o:Verrucomicrobiales(0.7783),f:Verrucomicrobiaceae(0.4319),g:Roseibacillus(0.0972)",Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Roseibacillus,NA
963,962,"d:Bacteria(1.0000),p:Bacteroidetes(0.7315),c:Flavobacteriia(0.4939),o:Flavobacteriales(0.2819),f:Flavobacteriaceae(0.1668),g:Maritimimonas(0.0140)",Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Maritimimonas,NA
964,963,"d:Bacteria(1.0000),p:Proteobacteria(0.3973),c:Gammaproteobacteria(0.1849),o:NKB5(0.0980),f:Unknown_Family_1002620(0.0312),g:Unknown_Genus_1000931(0.0014)",Bacteria,Proteobacteria,Gammaproteobacteria,NKB5,Unknown_Family_1002620,Unknown_Genus_1000931,NA
965,964,"d:Bacteria(1.0000),p:Proteobacteria(0.9603),c:Alphaproteobacteria(0.9735),o:Rhizobiales(0.9733),f:Phyllobacteriaceae(0.8804),g:Hoeflea(0.8194)",Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Hoeflea,NA
966,965,"d:Bacteria(1.0000),p:Verrucomicrobia(0.9804),c:Verrucomicrobiae(0.9775),o:Verrucomicrobiales(0.9832),f:Verrucomicrobiaceae(0.9075),g:Persicirhabdus(0.9367)",Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Persicirhabdus,NA
967,966,"d:Bacteria(1.0000),p:Proteobacteria(0.7992),c:Gammaproteobacteria(0.6254),o:Chromatiales(0.4582),f:Chromatiaceae(0.2999),g:Nitrosococcus(0.0386)",Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Nitrosococcus,NA
968,967,"d:Bacteria(1.0000),p:Proteobacteria(0.9705),c:Gammaproteobacteria(0.9248),o:Vibrionales(0.6549),f:Vibrionaceae(0.5123),g:Vibrio(0.0533)",Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,NA
969,968,"d:Bacteria(1.0000),p:Firmicutes(0.9711),c:Clostridia(0.9775),o:Clostridiales(0.9832),f:Lachnospiraceae(0.9848),g:uncultured_2021(0.9744)",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,uncultured_2021,NA
970,969,"d:Bacteria(1.0000),p:Planctomycetes(0.7125),c:Planctomycetacia(0.5883),o:Planctomycetales(0.3524),f:Planctomycetaceae(0.2201),g:Planctomyces(0.0048)",Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomyces,NA
971,970,"d:Bacteria(0.4568),p:Firmicutes(0.0386),c:Clostridia(0.0252),o:Clostridiales(0.0061),f:Clostridiales_vadinBB60_group(0.0024),g:Unknown_Genus_1000514(0.0002)",Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_vadinBB60_group,Unknown_Genus_1000514,NA
972,971,"d:Bacteria(1.0000),p:Bacteroidetes(0.9053),c:Sphingobacteriia(0.8103),o:Sphingobacteriales(0.6943),f:Saprospiraceae(0.4681),g:Phaeodactylibacter(0.0825)",Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Phaeodactylibacter,NA
973,972,"d:Bacteria(1.0000),p:Planctomycetes(0.7342),c:OM190(0.6403),o:Unknown_Order_1002492(0.5634),f:Unknown_Family_1002493(0.3775),g:Unknown_Genus_1000622(0.0972)",Bacteria,Planctomycetes,OM190,Unknown_Order_1002492,Unknown_Family_1002493,Unknown_Genus_1000622,NA
974,973,"d:Bacteria(1.0000),p:Spirochaetae(0.9731),c:Spirochaetes(0.9795),o:Spirochaetales(0.9847),f:Spirochaetaceae(0.9821),g:Spirochaeta_2(0.9789)",Bacteria,Spirochaetae,Spirochaetes,Spirochaetales,Spirochaetaceae,Spirochaeta_2,NA
975,974,"d:Bacteria(1.0000),p:Actinobacteria(0.2920),c:Thermoleophilia(0.0942),o:Gaiellales(0.0501),f:uncultured_848(0.0173),g:Unknown_Genus_1000234(0.0008)",Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,uncultured_848,Unknown_Genus_1000234,NA
976,975,"d:Bacteria(1.0000),p:Bacteroidetes(0.9539),c:Sphingobacteriia(0.9046),o:Sphingobacteriales(0.8063),f:Saprospiraceae(0.6043),g:Lewinella(0.1411)",Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Lewinella,NA
977,976,"d:Bacteria(1.0000),p:Bacteroidetes(0.7233),c:Sphingobacteriia(0.5957),o:Sphingobacteriales(0.3877),f:Saprospiraceae(0.2201),g:Phaeodactylibacter(0.0061)",Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Phaeodactylibacter,NA
978,977,"d:Bacteria(1.0000),p:Proteobacteria(0.9053),c:Gammaproteobacteria(0.6688),o:Cellvibrionales(0.5939),f:Cellvibrionaceae(0.4137),g:Saccharophagus(0.0825)",Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Saccharophagus,NA
979,978,"d:Bacteria(1.0000),p:Bacteroidetes(0.9784),c:Sphingobacteriia(0.9822),o:Sphingobacteriales(0.9869),f:Saprospiraceae(0.9889),g:Rubidimonas(0.9729)",Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Rubidimonas,NA
980,979,"d:Bacteria(1.0000),p:Proteobacteria(0.9053),c:Deltaproteobacteria(0.9248),o:Desulfobacterales(0.6701),f:Desulfobacteraceae(0.5583),g:uncultured_3138(0.1264)",Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,uncultured_3138,NA
981,980,"d:Bacteria(1.0000),p:Bacteroidetes(0.7815),c:Bacteroidetes_BD2_2(0.6254),o:Unknown_Order_1002204(0.5288),f:Unknown_Family_1002205(0.3412),g:Unknown_Genus_1000259(0.0679)",Bacteria,Bacteroidetes,Bacteroidetes_BD2_2,Unknown_Order_1002204,Unknown_Family_1002205,Unknown_Genus_1000259,NA
982,981,"d:Bacteria(1.0000),p:Planctomycetes(0.9656),c:Planctomycetacia(0.8810),o:Planctomycetales(0.7783),f:Planctomycetaceae(0.7424),g:uncultured_2371(0.0679)",Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured_2371,NA
983,982,"d:Bacteria(1.0000),p:Proteobacteria(0.6924),c:Alphaproteobacteria(0.5474),o:Rhodospirillales(0.2275),f:Rhodospirillaceae(0.1193),g:uncultured_2755(0.0073)",Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,uncultured_2755,NA
984,983,"d:Bacteria(1.0000),p:Bacteroidetes(0.9949),c:Cytophagia(0.9795),o:Cytophagales(0.9847),f:Flammeovirgaceae(0.9818),g:Flammeovirga(0.9789)",Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Flammeovirga,NA
985,984,"d:Bacteria(0.3821),p:Chrysiogenetes(0.0344),c:Chrysiogenetes(0.0224),o:Chrysiogenales(0.0055),f:Chrysiogenaceae(0.0027),g:Desulfurispira(0.0002)",Bacteria,Chrysiogenetes,Chrysiogenetes,Chrysiogenales,Chrysiogenaceae,Desulfurispira,NA
986,985,"d:Bacteria(1.0000),p:Planctomycetes(0.9724),c:Planctomycetacia(0.9792),o:Planctomycetales(0.9845),f:Planctomycetaceae(0.9818),g:uncultured_2371(0.1264)",Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured_2371,NA
987,986,"d:Bacteria(1.0000),p:Proteobacteria(0.7233),c:Gammaproteobacteria(0.5883),o:Chromatiales(0.2819),f:Granulosicoccaceae(0.1668),g:Granulosicoccus(0.0140)",Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Granulosicoccaceae,Granulosicoccus,NA
988,987,"d:Bacteria(1.0000),p:Proteobacteria(0.9770),c:Alphaproteobacteria(0.9815),o:DB1_14(0.9758),f:Unknown_Family_1002533(0.9699),g:Unknown_Genus_1000663(0.9739)",Bacteria,Proteobacteria,Alphaproteobacteria,DB1_14,Unknown_Family_1002533,Unknown_Genus_1000663,NA
989,988,"d:Bacteria(1.0000),p:Proteobacteria(0.7462),c:Deltaproteobacteria(0.6403),o:Myxococcales(0.5634),f:Haliangiaceae(0.2999),g:Haliangium(0.0386)",Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,NA
990,989,"d:Bacteria(1.0000),p:Proteobacteria(0.7288),c:Gammaproteobacteria(0.6106),o:Oceanospirillales(0.4582),f:SS1_B_06_26(0.2467),g:Unknown_Genus_1000953(0.0247)",Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SS1_B_06_26,Unknown_Genus_1000953,NA
991,990,"d:Bacteria(1.0000),p:Planctomycetes(0.9718),c:OM190(0.9302),o:Unknown_Order_1002492(0.8623),f:Unknown_Family_1002493(0.8804),g:Unknown_Genus_1000622(0.8898)",Bacteria,Planctomycetes,OM190,Unknown_Order_1002492,Unknown_Family_1002493,Unknown_Genus_1000622,NA
992,991,"d:Bacteria(1.0000),p:Firmicutes(1.0000),c:Clostridia(0.9788),o:Clostridiales(0.9843),f:Family_XII_1952(0.9179),g:Fusibacter(0.9601)",Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XII_1952,Fusibacter,NA
993,992,"d:Bacteria(1.0000),p:Bacteroidetes(0.9698),c:Bacteroidetes_BD2_2(0.9681),o:Unknown_Order_1002204(0.9745),f:Unknown_Family_1002205(0.9595),g:Unknown_Genus_1000259(0.9736)",Bacteria,Bacteroidetes,Bacteroidetes_BD2_2,Unknown_Order_1002204,Unknown_Family_1002205,Unknown_Genus_1000259,NA
994,993,"d:Bacteria(1.0000),p:Bacteroidetes(0.9614),c:Flavobacteriia(0.9789),o:Flavobacteriales(0.9771),f:Flavobacteriaceae(0.9803),g:Nonlabens(0.9132)",Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Nonlabens,NA
995,994,"d:Bacteria(1.0000),p:Proteobacteria(0.7315),c:Gammaproteobacteria(0.6477),o:KI89A_clade(0.4230),f:Unknown_Family_1002615(0.2733),g:Unknown_Genus_1000914(0.0283)",Bacteria,Proteobacteria,Gammaproteobacteria,KI89A_clade,Unknown_Family_1002615,Unknown_Genus_1000914,NA
